Address,SBL #,Sale Price,Sale Date,Total Assessed Value,Property Type Building Style,Lot Size,Year Built,SQFT,Bedrooms-Baths-Fireplaces
"70 UNGER, Buffalo",123.63-2-12,"$59,000 ",7/6/2016,"$62,900 ",Residential - 1 Family Res,32 x 163,1910,"1,562",3/1/2001
"61 COLLEGE, Buffalo",100.77-9-10,"$157,500 ",7/7/2016,"$88,000 ",Residential - 2 Family Res,23.75 x 100,1890,"1,542",4/2/2000
"233 NORWALK, Buffalo",78.58-8-22,"$220,000 ",7/7/2016,"$110,000 ",Residential - 2 Family Res,36 x 125,1927,"2,564",6/2/2000
"237 ONTARIO, Buffalo",77.57-5-40.2,"$28,000 ",7/7/2016,"$23,000 ",Commercial - Det row bldg,38 x 110,,,
"159 CRESTWOOD, Buffalo",78.65-1-37,"$187,500 ",7/7/2016,"$105,000 ",Residential - 1 Family Res,33 x 140,1920,"1,386",3/1/2000
"378 EGGERT, Buffalo",90.35-3-10,"$58,500 ",7/7/2016,"$58,600 ",Residential - 1 Family Res,45.8 x 167.96,1945,"1,544",3 / 1.5 / 1
"2308 SENECA, Buffalo",133.34-3-30,"$25,000 ",7/7/2016,"$11,500 ",Vacant Land - Vacant comm,100 x 110,,,
"971 GRANT, Buffalo",88.27-3-40.1,"$150,000 ",7/7/2016,"$110,000 ",Residential - Multiple res,60 x 150,1925,"2,760",3/1/2000
"67 HOBMOOR, Buffalo",78.41-3-35,"$157,800 ",7/7/2016,"$82,000 ",Residential - 2 Family Res,33 x 127,1930,"1,983",4/2/2000
"76 HUMBOLDT, Buffalo",89.57-4-4,"$160,000 ",7/7/2016,"$142,800 ",Community Service - Religious,63.94 x 138,,,
"71 LIVINGSTON, Buffalo",99.28-5-25,"$232,500 ",7/8/2016,"$88,000 ",Residential - 2 Family Res,30 x 97,1880,"2,118",6/2/2001
"1141 DELAWARE, Buffalo",100.31-3-28.11/3N,"$567,000 ",7/8/2016,"$44,500 ",Commercial - Apartment,11 x 258.91,1987,"2,012",2 / 2.5 / 1
"753 AMHERST ST, Buffalo",89.21-4-13,"$210,000 ",7/8/2016,"$95,000 ",Residential - 2 Family Res,35 x 134,1910,"2,662",6/2/2000
"237 LAFAYETTE AVE, Buffalo",99.27-3-5,"$240,000 ",7/8/2016,"$112,500 ",Residential - Multiple res,50 x 255,1900,"2,352",4 / 2.5 / 1
"18 WOODETTE, Buffalo",89.21-6-52,"$95,000 ",7/8/2016,"$80,000 ",Residential - 2 Family Res,35 x 105,1910,"2,527",4/2/2000
"378 STARIN, Buffalo",78.59-4-17,"$380,153 ",7/8/2016,"$180,000 ",Residential - 1 Family Res,38 x 124,1928,"2,485",5 / 3.5 / 2
"55 HOBMOOR, Buffalo",78.41-3-33,"$161,600 ",7/8/2016,"$94,900 ",Residential - 2 Family Res,50 x 129,1930,"1,924",4/2/2000
"2265 DELAWARE, Buffalo",78.71-2-49,"$260,000 ",7/8/2016,"$175,000 ",Commercial - Det row bldg,39.44 x 121,,,
"145 MINNESOTA, Buffalo",79.71-8-10,"$90,000 ",7/8/2016,"$72,000 ",Residential - 2 Family Res,40 x 150,1930,"2,851",6/2/2000
"254 SANDERS, Buffalo",78.40-2-44,"$136,000 ",7/11/2016,"$88,000 ",Residential - 1 Family Res,33 x 125,1927,"1,408",3/1/2000
"109 COTTAGE, Buffalo",100.77-10-48,"$229,900 ",7/11/2016,"$150,000 ",Residential - 1 Family Res,43 x 82,1991,"1,067",2/2/2000
"331 EDEN, Buffalo",133.73-3-8,"$130,000 ",7/11/2016,"$86,400 ",Residential - 1 Family Res,32 x 163,1923,"1,379",4/1/2000
"661 UTICA EAST, Buffalo",100.52-5-13,"$35,000 ",7/11/2016,"$21,000 ",Residential - 2 Family Res,35 x 142,1900,"2,248",6/2/2000
"30 PEARL NORTH, Buffalo",100.78-4-20,"$435,000 ",7/11/2016,"$135,000 ",Residential - 1 Family Res,33.33 x 111,1870,"2,972",4 / 2.5 / 1
"797 BIRD, Buffalo",89.63-4-13,"$275,000 ",7/11/2016,"$190,000 ",Residential - 1 Family Res,30 x 113,1912,"2,173",3 / 2.5 / 2
"65 FLOSS, Buffalo",101.26-6-26,"$41,000 ",7/11/2016,"$40,100 ",Residential - 2 Family Res,30 x 101,1922,"1,980",4/2/2000
"54 HUNTINGTON, Buffalo",79.69-4-8,"$156,000 ",7/12/2016,"$120,000 ",Residential - 1 Family Res,43.43 x 33,1920,"1,132",2/1/2000
"305 DELAVAN EAST, Buffalo",89.83-1-9,"$73,500 ",7/12/2016,"$45,400 ",Residential - 2 Family Res,30 x 120,1910,"2,427",6/2/2002
"189 CROWLEY, Buffalo",77.49-5-8,"$35,000 ",7/12/2016,"$49,000 ",Residential - 1 Family Res,30 x 0,1900,"1,816",4/2/2000
"131 CHOATE, Buffalo",133.48-4-13,"$135,000 ",7/12/2016,"$65,600 ",Residential - 1 Family Res,33 x 120,1920,"1,250",3 / 1.5 / 1
"151 COLVIN, Buffalo",78.73-4-38,"$222,222 ",7/12/2016,"$115,000 ",Residential - 2 Family Res,35 x 115,1925,"2,662",6/2/2000
"105 FLORENCE, Buffalo",89.50-1-10,"$225,000 ",7/12/2016,"$102,000 ",Residential - 2 Family Res,40 x 170,1930,"2,448",4/2/2000
"75 DINGENS, Buffalo",112.81-1-13,"$265,000 ",7/12/2016,"$271,900 ",Commercial - Other Storage,120 x 0,,,
"64 PRAIRIE, Buffalo",77.64-2-54,"$49,000 ",7/12/2016,"$65,000 ",Commercial - Det row bldg,165.25 x 0,,,
"46 ALLEN, Buffalo",100.78-4-3,"$225,000 ",7/12/2016,"$48,700 ",Commercial - Inn/lodge,35 x 114,,,
"113 ROEHRER, Buffalo",100.58-3-38,"$19,000 ",7/12/2016,"$17,100 ",Residential - 2 Family Res,30 x 110,1910,"1,636",3/2/2000
"37 OXFORD, Buffalo",100.32-1-36.1,"$255,000 ",7/13/2016,"$56,700 ",Residential - 1 Family Res,70 x 151.8,1900,"2,751",6 / 2.5 / 1
"468 DELAVAN WEST, Buffalo",88.84-3-33,"$250,000 ",7/13/2016,"$93,000 ",Residential - 1 Family Res,32.5 x 123,1900,"2,184",4/3/2001
"253 VILLA, Buffalo",78.40-2-33,"$167,000 ",7/13/2016,"$84,500 ",Residential - 1 Family Res,35 x 125,1925,"1,408",3/1/2000
"128 CANTWELL, Buffalo",133.72-3-52,"$135,680 ",7/13/2016,"$67,000 ",Residential - 1 Family Res,41 x 114,1955,"1,432",3/2/2001
"33 SHOREHAM, Buffalo",78.62-2-33,"$228,000 ",7/13/2016,"$91,900 ",Residential - 2 Family Res,35 x 136,1920,"2,398",5/2/2000
"253 HIGHGATE, Buffalo",79.64-5-13,"$128,800 ",7/13/2016,"$77,000 ",Residential - 1 Family Res,40 x 129,1925,"1,666",4 / 1.5 / 0
"960 LOVEJOY, Buffalo",112.41-4-49,"$39,951 ",7/14/2016,"$51,900 ",Residential - 2 Family Res,30 x 125,1900,"1,578",4/2/2000
"171 HIGHLAND, Buffalo",100.38-1-5,"$535,000 ",7/14/2016,"$220,000 ",Residential - 1 Family Res,40 x 150,1900,"3,390",5/4/2001
"137 GRIDER, Buffalo",101.22-1-58,"$27,000 ",7/15/2016,"$20,500 ",Residential - 2 Family Res,30 x 140,1910,"1,940",5/2/2000
"64 CUNARD, Buffalo",78.50-3-5,"$220,000 ",7/15/2016,"$132,000 ",Residential - 2 Family Res,35 x 130,1927,"2,784",6/2/2000
"88 AMELIA, Buffalo",123.69-2-7,"$35,000 ",7/15/2016,"$18,000 ",Residential - 1 Family Res,30 x 120,1900,932,3/1/2000
"1377 JEFFERSON, Buffalo",100.42-1-22.1,"$61,336 ",7/15/2016,"$66,000 ",Commercial - 1 use sm bld,120 x 107,,,
"409 LONGNECKER, Buffalo",112.26-6-30,"$60,000 ",7/15/2016,"$51,900 ",Residential - 1 Family Res,45 x 115,1956,"1,044",4/1/2000
"486 ONTARIO, Buffalo",77.42-1-46,"$25,000 ",7/15/2016,"$40,000 ",Commercial - Converted Res,33 x 110,,,
"31 GATCHELL, Buffalo",112.24-6-27,"$40,000 ",7/15/2016,"$20,000 ",Residential - 2 Family Res,30 x 110,1909,"1,920",6/2/2000
"65 OTIS, Buffalo",100.32-4-20,"$46,000 ",7/18/2016,"$23,000 ",Residential - 1 Family Res,31 x 102,1900,"1,796",4/1/2000
"39 JOHN PAUL COURT, Buffalo",111.68-1-29,"$65,000 ",7/18/2016,"$68,000 ",Residential - 1 Family Res,39.53 x 125.17,1989,"1,466",3 / 1.5 / 0
"2190 GENESEE, Buffalo",101.27-8-16,"$40,000 ",7/18/2016,"$36,300 ",Commercial - Det row bldg,34.17 x 109,,,
"775 POTOMAC, Buffalo",89.71-2-1.1,"$410,000 ",7/18/2016,"$245,000 ",Residential - 1 Family Res,80 x 39.75,1900,"1,312",2 / 1.5 / 2
"1329 SENECA, Buffalo",123.38-4-5,"$70,000 ",7/18/2016,"$34,900 ",Residential - 2 Family Res,30 x 125,1925,"2,662",5/2/2000
"125 EDWARD, Buffalo",111.22-10-5.1/3L,"$180,000 ",7/18/2016,"$26,000 ",Commercial - Apartment,7 x 120,1900,"1,242",2/1/2000
"246 NORWOOD, Buffalo",100.37-9-11,"$380,000 ",7/18/2016,"$170,000 ",Residential - 1 Family Res,40 x 108,1894,"3,244",5 / 1.5 / 2
"94 DARTMOUTH, Buffalo",79.79-2-13,"$62,000 ",7/18/2016,"$54,000 ",Residential - 1 Family Res,49.5 x 110,1950,"1,232",3/1/2000
"142 ROYAL, Buffalo",77.56-5-1,"$68,000 ",7/19/2016,"$45,500 ",Residential - 1 Family Res,30 x 108,1900,"1,408",4/1/2000
"283 BROADWAY, Buffalo",111.48-8-2,"$32,000 ",7/19/2016,"$65,000 ",Commercial - Det row bldg,99 x 100,,,
"353 GREENE, Buffalo",112.34-1-46,"$62,500 ",7/19/2016,"$52,900 ",Residential - 1 Family Res,42 x 115,1950,"1,100",3/1/2000
"300 LISBON, Buffalo",79.64-4-51,"$77,000 ",7/19/2016,"$60,000 ",Residential - 1 Family Res,35 x 120,1925,"1,575",3/1/2001
"73 HEDLEY, Buffalo",89.74-6-22,"$110,000 ",7/19/2016,"$58,600 ",Residential - 2 Family Res,40 x 120,1917,"2,254",5/2/2000
"24 BEAUMARIS, Buffalo",89.21-6-35,"$104,000 ",7/19/2016,"$77,000 ",Residential - 2 Family Res,32.67 x 106,1915,"2,360",6/2/2000
"439 GENESEE, Buffalo",111.33-7-1.1,"$164,000 ",7/19/2016,"$88,400 ",Residential - 1 Family Res,51.19 x 125,1999,"1,938",4 / 2.5 / 0
"1504 HERTEL, Buffalo",78.66-2-28,"$500,000 ",7/19/2016,"$208,000 ",Commercial - Det row bldg,33 x 143,,,
"41 PARK, Buffalo",100.78-1-16,"$360,000 ",7/20/2016,"$240,000 ",Residential - 1 Family Res,32 x 106,1887,"2,068",4/2/2001
"64 DUERSTEIN, Buffalo",133.27-12-16,"$51,000 ",7/20/2016,"$40,000 ",Residential - 2 Family Res,30 x 107,1900,"2,064",4/2/2000
"316 TAUNTON, Buffalo",78.50-1-14,"$120,600 ",7/20/2016,"$85,000 ",Residential - 1 Family Res,35 x 120,1927,"1,408",3/1/2000
"216 MINNESOTA, Buffalo",79.71-3-16,"$50,000 ",7/20/2016,"$57,000 ",Residential - 2 Family Res,40 x 150,1927,"1,791",4/2/2000
"770 FERRY WEST, Buffalo",100.30-2-11./12A,"$138,000 ",7/20/2016,"$34,410 ",Commercial - Apartment,2 x 491.5,1973,612,1/1/2000
"99998 FRANKLIN, Buffalo",111.69-2-10.1,"$21,600 ",7/20/2016,"$2,300 ",Vacant Land - Com vac w/imp,16.75 x 20.18,,,
"136 SUMMIT, Buffalo",89.34-3-16,"$470,000 ",7/20/2016,"$229,000 ",Residential - 1 Family Res,47 x 198,1918,"3,434",4 / 2.5 / 1
"44 RED JACKET PKWY, Buffalo",133.49-2-20,"$78,000 ",7/20/2016,"$67,000 ",Residential - 1 Family Res,39 x 131,1928,"1,247",3 / 1.5 / 1
"43 JUNIOR, Buffalo",133.27-10-9,"$86,125 ",7/21/2016,"$57,000 ",Residential - 1 Family Res,46.5 x 103,1917,"1,624",4/2/2001
"478 WALDEN, Buffalo",101.64-1-3,"$100,000 ",7/21/2016,"$70,000 ",Commercial - Other Storage,93.51 x 377,,,
"41 AUSTIN, Buffalo",88.33-1-1.1,"$109,222 ",7/22/2016,"$40,000 ",Residential - 2 Family Res,99 x 65,1900,"2,024",4/2/2000
"62 POPLAR, Buffalo",101.58-5-22,"$28,000 ",7/22/2016,"$45,900 ",Residential - 1 Family Res,35 x 186,1900,"1,772",5/1/2000
"41 NORWALK, Buffalo",78.73-6-47,"$255,000 ",7/22/2016,"$110,000 ",Residential - 2 Family Res,35 x 150,1920,"2,580",5/2/2000
"44 DEPEW AVE, Buffalo",78.82-3-17,"$425,250 ",7/22/2016,"$265,000 ",Residential - 1 Family Res,57 x 174,1930,"2,351",3 / 2.5 / 1
"216 LINWOOD AVE, Buffalo",100.55-4-6,"$425,000 ",7/22/2016,"$95,000 ",Residential - 1 Family Res,44.19 x 46.47,1920,"1,587",3 / 2.5 / 1
"237 WELLINGTON, Buffalo",78.58-6-20,"$225,000 ",7/22/2016,"$125,000 ",Residential - 1 Family Res,40 x 134,1917,"1,567",3 / 1.5 / 1
"770 FERRY WEST, Buffalo",100.30-2-11./29B,"$175,000 ",7/22/2016,"$53,800 ",Commercial - Apartment,2 x 491.5,1973,822,1/1/2000
"194 JEWETT AVE, Buffalo",90.37-6-33,"$28,000 ",7/22/2016,"$24,500 ",Residential - 1 Family Res,30 x 120,1925,"1,584",4 / 1.5 / 0
"63 PAGE, Buffalo",77.68-3-37.1,"$110,000 ",7/22/2016,"$65,000 ",Residential - 2 Family Res,70 x 104.5,1917,"1,903",4/2/2001
"848 WEST, Buffalo",99.42-1-13,"$36,000 ",7/22/2016,"$25,000 ",Residential - 2 Family Res,39.16 x 131,1872,"2,076",4/2/2000
"65 RUSSELL, Buffalo",89.34-3-4,"$246,000 ",7/25/2016,"$129,900 ",Residential - 1 Family Res,45.34 x 150,1918,"1,909",4 / 1.5 / 0
"170 WALLACE, Buffalo",78.67-5-21,"$195,500 ",7/25/2016,"$85,000 ",Residential - 2 Family Res,33.34 x 157,1900,"2,458",6/2/2000
"133 HOLLYWOOD, Buffalo",133.65-3-12,"$135,000 ",7/25/2016,"$85,500 ",Residential - 1 Family Res,40 x 131.52,1927,"1,395",4/2/2000
"49 BARTON, Buffalo",99.42-4-21,"$142,000 ",7/25/2016,"$37,000 ",Residential - 2 Family Res,26 x 100,1910,"2,016",4/2/2000
"58 KAMPER, Buffalo",123.81-5-20,"$59,000 ",7/25/2016,"$48,300 ",Residential - 3 Family Res,30 x 105,1890,"2,552",6/3/2000
"71 KAMPER, Buffalo",123.82-2-10,"$6,000 ",7/25/2016,"$4,700 ",Vacant Land - Res vac land,35 x 105,,,
"63 BARNARD, Buffalo",123.50-3-29,"$70,350 ",7/25/2016,"$46,600 ",Residential - 1 Family Res,30 x 100,1920,"1,012",3/1/2000
"155 NORMAL, Buffalo",99.68-2-23,"$145,000 ",7/26/2016,"$45,000 ",Residential - 1 Family Res,25.5 x 149,1877,"1,522",4/1/2000
"40 NORWAY, Buffalo",100.67-2-9,"$80,000 ",7/26/2016,"$30,000 ",Residential - 1 Family Res,33 x 100,1910,"2,948",4 / 1.5 / 0
"29 RITT, Buffalo",77.43-3-19.1,"$33,000 ",7/26/2016,"$40,000 ",Residential - 2 Family Res,60 x 103,1925,"1,335",2/2/2000
"36 ARLINGTON, Buffalo",100.69-2-10,"$355,000 ",7/26/2016,"$275,000 ",Residential - 1 Family Res,58 x 80,1875,"2,032",3/2/2002
"348 HUNTINGTON, Buffalo",78.75-5-8,"$301,500 ",7/26/2016,"$139,000 ",Residential - 3 Family Res,37.5 x 236,1920,"3,580",7/3/2000
"252 CRESCENT, Buffalo",89.43-1-10,"$385,000 ",7/26/2016,"$234,000 ",Residential - 2 Family Res,60 x 192,1900,"5,070",9/3/2004
"190 MANHATTAN, Buffalo",90.30-1-18.1,"$4,000,000 ",7/26/2016,"$1,190,000 ",Commercial - Apartment,216.46 x 432.56,,,
"56 RAMONA, Buffalo",133.57-4-14,"$140,000 ",7/27/2016,"$92,900 ",Residential - 1 Family Res,38 x 125,1930,"1,733",4/1/2000
"194 NORWOOD, Buffalo",100.45-1-17,"$300,000 ",7/27/2016,"$215,000 ",Residential - 3 Family Res,38 x 172,1920,"3,438",7/4/2001
"7 LORD, Buffalo",111.83-9-7.1,"$5,000 ",7/27/2016,"$12,300 ",Vacant Land - Vacant indus,21.1 x 0,,,
"93 ROSS, Buffalo",77.49-2-53,"$73,000 ",7/27/2016,"$50,000 ",Residential - 2 Family Res,29 x 110,1910,"1,780",4/2/2000
"388 LAFAYETTE AVE, Buffalo",88.84-5-29,"$385,000 ",7/27/2016,"$150,000 ",Residential - 2 Family Res,40 x 154,1920,"3,539",8/3/2000
"533 MILITARY, Buffalo",77.59-1-18.1,"$102,000 ",7/27/2016,"$70,000 ",Residential - 2 Family Res,142 x 127.3,1890,"2,747",6/2/2000
"1946 CLINTON, Buffalo",123.34-5-14,"$81,000 ",7/27/2016,"$40,000 ",Commercial - Det row bldg,35 x 120,,,
"20 MORRIS EAST, Buffalo",90.21-3-5,"$3,017,665 ",7/27/2016,"$1,700,000 ",Commercial - Apartment,200 x 0,,,
"1016 AMHERST ST, Buffalo",89.23-3-23,"$2,032,335 ",7/27/2016,"$1,120,000 ",Commercial - Apartment,150 x 150,,,
"67 OLCOTT, Buffalo",133.39-2-15,"$126,000 ",7/28/2016,"$75,900 ",Residential - 2 Family Res,35 x 168,1915,"2,736",6/2/2000
"376 BEARD, Buffalo",79.69-1-22,"$315,000 ",7/28/2016,"$137,000 ",Residential - 1 Family Res,50 x 140,1920,"2,303",3/1/2000
"166 NORWOOD, Buffalo",100.45-1-26,"$311,000 ",7/28/2016,"$165,000 ",Residential - 1 Family Res,31 x 118,1905,"2,278",3 / 2.5 / 2
"175 MIDDLESEX, Buffalo",89.05-3-15,"$920,000 ",7/28/2016,"$580,000 ",Residential - 1 Family Res,80 x 200,1945,"4,000",6 / 4.5 / 3
"81 ST FLORIAN, Buffalo",77.76-3-12,"$92,500 ",7/28/2016,"$57,000 ",Residential - 2 Family Res,33 x 130,1910,"2,224",6/2/2000
"92 MAYER, Buffalo",77.58-3-29,"$56,000 ",7/28/2016,"$40,000 ",Residential - 1 Family Res,30 x 100,1900,"1,237",3 / 1.5 / 0
"293 HUDSON, Buffalo",99.84-7-6,"$69,500 ",7/28/2016,"$35,000 ",Residential - 1 Family Res,25 x 105,1870,"1,482",4/1/2000
"43 BRANTFORD, Buffalo",89.70-2-32,"$373,000 ",7/29/2016,"$170,000 ",Residential - 2 Family Res,30 x 136,1901,"2,750",6/2/2000
"94 VICTORIA, Buffalo",90.37-8-22,"$54,500 ",7/29/2016,"$22,900 ",Residential - 2 Family Res,33 x 115,1920,"2,190",6/2/2000
"363 LEROY, Buffalo",90.45-3-29,"$55,000 ",7/29/2016,"$29,400 ",Residential - 2 Family Res,35 x 252,1920,"2,472",8/2/2000
"83 MONTANA, Buffalo",101.39-5-38,"$32,500 ",7/29/2016,"$14,000 ",Residential - 1 Family Res,30 x 109,1900,"1,290",3/1/2001
"136 DEERFIELD, Buffalo",90.62-5-17,"$37,000 ",7/29/2016,"$39,000 ",Residential - 1 Family Res,34 x 125,1920,"1,272",3/1/2000
"25 HARRIETT, Buffalo",90.75-2-32,"$55,000 ",7/29/2016,"$47,200 ",Residential - 2 Family Res,35 x 133,1925,"1,630",4/2/2000
"105 BEARD, Buffalo",89.28-6-8,"$290,000 ",7/29/2016,"$247,700 ",Residential - 1 Family Res,60 x 175,1953,"2,147",4 / 2.5 / 0
"82 SOBIESKI, Buffalo",112.21-4-9,"$15,000 ",7/29/2016,"$14,500 ",Residential - 2 Family Res,30 x 94,1900,"1,687",4/2/2000
"655 HERTEL, Buffalo",77.76-4-5.1,"$3,100,000 ",7/29/2016,"$591,300 ",Community Service - Spec. school,93 x 0,,,
"1113 DELAWARE, Buffalo",100.39-1-28.2,"$250,000 ",7/29/2016,"$250,000 ",Residential - 1 Family Res,50 x 51.12,1960,"1,631",2/2/2001
"99 OGDEN NORTH, Buffalo",112.51-4-29,"$62,500 ",8/1/2016,"$80,800 ",Residential - Multiple res,30 x 129,1920,"2,704",6/2/2000
"304 RIVERMIST, Buffalo",110.67-1-8,"$760,000 ",8/1/2016,"$353,900 ",Residential - 1 Family Res,25 x 54.13,1982,"2,185",3 / 3.5 / 1
"441 GOODYEAR, Buffalo",101.55-4-61,"$18,000 ",8/1/2016,"$26,000 ",Residential - 1 Family Res,30 x 95,1912,"1,425",3/1/2000
"1600 AMHERST ST, Buffalo",89.27-2-22.1,"$190,000 ",8/1/2016,"$100,000 ",Commercial - Gas station,0 x 100,,,
"307 STERLING, Buffalo",78.50-5-18,"$275,000 ",8/1/2016,"$135,000 ",Residential - 2 Family Res,35 x 131,1927,"3,264",6/3/2000
"245 NORTH PARK, Buffalo",78.57-5-27,"$161,750 ",8/1/2016,"$115,000 ",Residential - 1 Family Res,33 x 125,1925,"1,654",3 / 1.5 / 1
"136 MEADOW, Buffalo",89.06-2-4,"$405,000 ",8/1/2016,"$260,000 ",Residential - 1 Family Res,50 x 140,1927,"2,110",5 / 2.5 / 1
"150 KIMBERLY, Buffalo",133.65-3-33,"$130,000 ",8/1/2016,"$79,000 ",Residential - 1 Family Res,42 x 131,1950,"1,013",3/1/2000
"143 PRIES, Buffalo",133.30-6-38,"$62,000 ",8/1/2016,"$52,000 ",Residential - 2 Family Res,30 x 102,1900,"2,176",6/2/2000
"32 TREEHAVEN, Buffalo",79.67-1-7,"$140,000 ",8/2/2016,"$105,000 ",Residential - 1 Family Res,50 x 142,1935,"1,478",3 / 1.5 / 1
"112 REBECCA PARK, Buffalo",77.52-3-30,"$110,000 ",8/2/2016,"$80,000 ",Residential - 1 Family Res,29 x 44,1989,"1,192",3 / 1.5 / 1
"136 JEWETT PKWY, Buffalo",89.42-2-5,"$405,000 ",8/2/2016,"$254,800 ",Residential - 1 Family Res,55 x 208,1925,"3,886",4 / 4.5 / 3
"325 BEARD, Buffalo",79.69-3-13,"$400,000 ",8/2/2016,"$265,000 ",Residential - 1 Family Res,50 x 175,1920,"2,749",4 / 2.5 / 0
"284 WOODWARD, Buffalo",89.34-4-22,"$315,000 ",8/2/2016,"$180,000 ",Residential - 1 Family Res,35 x 187,1910,"3,575",3 / 3.5 / 1
"543 LA SALLE, Buffalo",79.73-5-10,"$56,800 ",8/2/2016,"$43,600 ",Residential - 2 Family Res,30 x 107,1925,"1,881",4/2/2000
"576 WYOMING, Buffalo",90.54-2-18,"$81,000 ",8/3/2016,"$36,000 ",Commercial - Apartment,35 x 100,,,
"65 OGDEN NORTH, Buffalo",112.59-1-31,"$59,900 ",8/3/2016,"$46,000 ",Residential - 2 Family Res,30 x 129,1908,"2,238",5/2/2000
"697 FILLMORE, Buffalo",111.44-4-4.1,"$25,000 ",8/3/2016,"$23,500 ",Vacant Land - Com vac w/imp,72.5 x 235,,,
"41 WHITFIELD, Buffalo",133.55-2-8,"$120,000 ",8/3/2016,"$65,600 ",Residential - 1 Family Res,34 x 119,1920,"1,457",3/1/2000
"997 SYCAMORE, Buffalo",101.77-8-6.1,"$65,000 ",8/3/2016,"$40,000 ",Commercial - Auto body,56.76 x 122,,,
"1600 BAILEY, Buffalo",112.24-6-11,"$30,000 ",8/3/2016,"$24,000 ",Commercial - Det row bldg,30 x 110,,,
"22 ROOSEVELT, Buffalo",90.41-7-30,"$35,000 ",8/4/2016,"$29,900 ",Residential - 2 Family Res,40 x 79,1925,"1,648",4/2/2000
"181 DOWNING, Buffalo",133.80-2-27,"$150,000 ",8/4/2016,"$77,600 ",Residential - 1 Family Res,50 x 160,1950,"1,554",4/2/2001
"1406 DELAVAN EAST, Buffalo",90.74-5-30,"$1,500 ",8/4/2016,"$3,900 ",Vacant Land - Vacant comm,31 x 125,,,
"93 VANDERBILT, Buffalo",112.42-4-1,"$19,000 ",8/4/2016,"$33,800 ",Commercial - Det row bldg,35 x 120,,,
"176 HIGHGATE, Buffalo",79.63-3-15,"$133,200 ",8/4/2016,"$68,000 ",Residential - 1 Family Res,40 x 105,1920,"1,692",3/1/2000
"69 ARNOLD, Buffalo",99.35-4-4,"$127,000 ",8/4/2016,"$33,000 ",Residential - 2 Family Res,31 x 104,1880,"2,190",6/2/2000
"116 WINSPEAR WEST, Buffalo",79.54-3-15,"$91,000 ",8/4/2016,"$59,000 ",Residential - 1 Family Res,34 x 109,1925,"1,424",3/1/2001
"2058 DELAWARE, Buffalo",89.06-1-23,"$900,000 ",8/5/2016,"$397,400 ",Commercial - Mini-mart,144.97 x 0,,,
"353 LAKEFRONT, Buffalo",110.51-1-72,"$250,000 ",8/5/2016,"$170,000 ",Residential - 1 Family Res,22.67 x 69.15,1989,"1,534",2 / 2.5 / 1
"29 HOYT, Buffalo",99.36-1-33,"$140,000 ",8/5/2016,"$47,000 ",Residential - 2 Family Res,32 x 100.5,1900,"2,892",6/2/2000
"206 SARANAC, Buffalo",78.57-2-11,"$254,520 ",8/5/2016,"$128,000 ",Commercial - Apartment,34 x 125,,,
"59 HUNTLEY, Buffalo",79.75-2-17,"$176,500 ",8/5/2016,"$144,800 ",Residential - 1 Family Res,54 x 141,1927,"2,007",3 / 1.5 / 1
"140 FORDHAM, Buffalo",89.29-1-5,"$275,000 ",8/5/2016,"$166,000 ",Residential - 1 Family Res,40 x 122,1920,"1,856",3 / 1.5 / 0
"244 SOUTHSIDE, Buffalo",123.79-8-9,"$72,000 ",8/8/2016,"$50,600 ",Residential - 2 Family Res,30 x 147,1890,"2,346",6/2/2000
"60 ANDERSON, Buffalo",100.37-7-24,"$270,000 ",8/8/2016,"$130,000 ",Residential - 2 Family Res,32 x 140,1900,"1,930",7 / 2.5 / 0
"729 TONAWANDA, Buffalo",77.65-1-28,"$4,000 ",8/8/2016,"$7,200 ",Vacant Land - Vacant comm,30 x 120,,,
"233 RICHMOND, Buffalo",100.53-1-19./004,"$200,000 ",8/8/2016,"$32,300 ",Commercial - Apartment,8 x 150,1994,"1,062",2 / 1.5 / 0
"1088 DELAWARE, Buffalo",100.39-1-32./13D,"$193,500 ",8/8/2016,"$27,600 ",Commercial - Apartment,2 x 215,1990,791,1/1/2000
"123 FOURTEENTH, Buffalo",99.68-8-36.1,"$120,000 ",8/9/2016,"$35,000 ",Residential - 2 Family Res,50 x 100,1870,"1,715",3/2/2000
"106 WILBURY, Buffalo",78.62-4-2,"$157,500 ",8/9/2016,"$92,000 ",Residential - 1 Family Res,34 x 109,1920,"1,432",3 / 1.5 / 0
"37 OJIBWA CIR, Buffalo",110.68-4-13,"$626,166 ",8/9/2016,"$480,000 ",Residential - 1 Family Res,27.5 x 102.58,2016,"3,224",3 / 3.5 / 2
"27 WHEELOCK, Buffalo",123.35-6-27,"$56,000 ",8/9/2016,"$63,700 ",Residential - 2 Family Res,30 x 113,1920,"1,830",3/2/2000
"603 UTICA WEST, Buffalo",99.43-4-34,"$45,000 ",8/9/2016,"$35,000 ",Residential - 1 Family Res,41.31 x 97,1900,"1,600",3/1/2000
"43 GOLD, Buffalo",112.58-4-46,"$49,000 ",8/9/2016,"$45,000 ",Residential - 2 Family Res,32 x 66,1900,"2,288",6/2/2000
"528 FERRY WEST, Buffalo",100.29-1-19,"$465,000 ",8/9/2016,"$210,000 ",Residential - 2 Family Res,51.84 x 0,1880,"4,770",7 / 4.5 / 0
